"rank","batchName","facultyPacketPath","cardId","sourceQueueId","title","category","rotation","learnerLevel","editorialStatus","missingGateCount","readyForReviewGateCount","nextGateLabel","nextGateStatus","learningStandardIds","facultyAction"
"211","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-21-f028963d-1b4e-45eb-9c4e-eb54d230e9cc","ap_male_repro-f028963d-1b4e-45eb-9c4e-eb54d230e9cc","Penis (e.g., Balanitis)","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"212","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-22-b844a8f9-3e01-4b11-91fe-156014927a18","ap_male_repro-b844a8f9-3e01-4b11-91fe-156014927a18","Myofibromatosis","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"213","P0 male reproductive entity card batch","reports/ap_p0_male_repro_card_batch_faculty_packet.md","p0-male-repro-card-23-b33a0514-747e-4647-a5ff-c51daacddb7e","ap_male_repro-b33a0514-747e-4647-a5ff-c51daacddb7e","Neuroma","Male Reproductive","GU pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Male GU/reproductive faculty reviewer, source citation, image/license status, editorial decision, and review date are not yet attached."
"214","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-01-53c3d45f-e918-4719-ba20-8bd2a2df8c33","ap_pediatric-53c3d45f-e918-4719-ba20-8bd2a2df8c33","Amniotic Fluid","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"215","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-02-edce1a14-3322-4d19-971e-e3ad01ba2425","ap_pediatric-edce1a14-3322-4d19-971e-e3ad01ba2425","Oligohydraminos","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"216","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-03-115bd499-d674-43ee-a47e-1ac4231ea7a1","ap_pediatric-115bd499-d674-43ee-a47e-1ac4231ea7a1","Polyhydramnios","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"217","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-04-dc2bf925-e9ed-4ee2-9f8e-43382ae95260","ap_pediatric-dc2bf925-e9ed-4ee2-9f8e-43382ae95260","Membranes","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"218","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-05-d7733cc3-1bd4-46d1-873f-3fe9faaf6464","ap_pediatric-d7733cc3-1bd4-46d1-873f-3fe9faaf6464","Basal Plate","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"219","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-06-035f141c-2ee9-4fda-b8b6-19882e524879","ap_pediatric-035f141c-2ee9-4fda-b8b6-19882e524879","Intragestational Fetal Loss","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"220","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-07-b0db1180-dfeb-47b7-92de-f014b241b6c6","ap_pediatric-b0db1180-dfeb-47b7-92de-f014b241b6c6","Complete Hydatidiform Mole","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"221","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-08-f558646f-4ec5-4697-994a-ef02c82a9c73","ap_pediatric-f558646f-4ec5-4697-994a-ef02c82a9c73","Invasive Mole","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"222","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-09-628bb1d8-861b-47e7-98a6-e2212b89bcff","ap_pediatric-628bb1d8-861b-47e7-98a6-e2212b89bcff","Hypertension","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"223","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-10-4ee484f9-211f-41bd-9020-f9af3b634487","ap_pediatric-4ee484f9-211f-41bd-9020-f9af3b634487","Diabetes","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"224","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-11-45e38801-0adb-49d9-84bd-be16c19fc785","ap_pediatric-45e38801-0adb-49d9-84bd-be16c19fc785","Early (First Trimester)","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"225","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-12-c0206ff1-a17f-4ea8-8e1a-21ce0d37acc5","ap_pediatric-c0206ff1-a17f-4ea8-8e1a-21ce0d37acc5","Changes in Fetal Tissues after Fetal Death","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"226","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-13-9114a7c7-1376-4885-a413-d49b7739bd07","ap_pediatric-9114a7c7-1376-4885-a413-d49b7739bd07","Fetal Growth and Development","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"227","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-14-fbbb6e02-23de-4ead-b58a-48ce263a669e","ap_pediatric-fbbb6e02-23de-4ead-b58a-48ce263a669e","Abnormal Growth / Maturation / Ossification","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"228","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-15-f10901f9-ebaa-4127-bb2a-21acbd029242","ap_pediatric-f10901f9-ebaa-4127-bb2a-21acbd029242","Large for Gestation Age","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"229","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-16-74ce2fa2-4ca3-4b5d-8a2e-76f35bbb14d2","ap_pediatric-74ce2fa2-4ca3-4b5d-8a2e-76f35bbb14d2","Immune","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"230","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-17-91b590ba-fbca-4f07-b904-87975799e98f","ap_pediatric-91b590ba-fbca-4f07-b904-87975799e98f","Non-Immune","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"231","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-18-a9a38ce9-a4f4-4475-810f-a59192665f40","ap_pediatric-a9a38ce9-a4f4-4475-810f-a59192665f40","Syndromes","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"232","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-19-8daf77da-451d-4ba4-ba24-a93b10258c2b","ap_pediatric-8daf77da-451d-4ba4-ba24-a93b10258c2b","Iatrogenic Complications","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"233","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-20-73666072-c31e-49e3-9f76-c3ba0bc37e44","ap_pediatric-73666072-c31e-49e3-9f76-c3ba0bc37e44","Nutritional Disorders","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"234","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-21-a7e60e24-167d-4f53-8af3-06e20673d489","ap_pediatric-a7e60e24-167d-4f53-8af3-06e20673d489","Genetic and Chromosomal Disorders","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"235","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-22-b8f5e1b8-3b77-4fee-88af-3704d1194c29","ap_pediatric-b8f5e1b8-3b77-4fee-88af-3704d1194c29","Trisomy 21","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"236","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-23-2ee4906d-9e5c-426a-87f9-506f95251f5a","ap_pediatric-2ee4906d-9e5c-426a-87f9-506f95251f5a","Trisomy 13","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"237","P0 pediatric/perinatal entity card batch","reports/ap_p0_pediatric_card_batch_faculty_packet.md","p0-pediatric-card-24-4f183c9b-06e4-407c-987a-dd93580113da","ap_pediatric-4f183c9b-06e4-407c-987a-dd93580113da","Trisomy 18","Pediatric / Perinatal","Pediatric pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","dual-coding; faculty-calibrated-safety","Resolve Faculty review: Pediatric/perinatal faculty reviewer, source citation, image/license status, editorial decision, and last-reviewed date are not yet attached."
"238","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-01-9da68ebb-22a9-4b26-a195-a85da09953fd","ap_soft-9da68ebb-22a9-4b26-a195-a85da09953fd","Lipoma and variants","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"239","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-02-349db67c-9739-4659-88f8-473c8d2d7a8d","ap_soft-349db67c-9739-4659-88f8-473c8d2d7a8d","Leiomyoma and variants","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"240","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-03-d7635436-4a4f-4772-9ef6-06968aa6d323","ap_soft-d7635436-4a4f-4772-9ef6-06968aa6d323","Lymphatic tumor","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"241","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-04-85b949e2-c483-4c93-8abb-d5995e6c2445","ap_soft-85b949e2-c483-4c93-8abb-d5995e6c2445","Bones","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"242","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-05-8b150957-a856-4cb9-b4ae-df3bad021350","ap_soft-8b150957-a856-4cb9-b4ae-df3bad021350","Osteoporosis","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"243","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-06-5cb225bd-0f31-4171-a134-f67978a70843","ap_soft-5cb225bd-0f31-4171-a134-f67978a70843","Other Metabolic disorders","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"244","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-07-7fbfcb44-8bb0-43eb-87fc-435710c0ea88","ap_soft-7fbfcb44-8bb0-43eb-87fc-435710c0ea88","Osteogenesis imperfecta","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"245","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-08-ecb8ed8a-abf8-44a8-a118-3e587760d6e9","ap_soft-ecb8ed8a-abf8-44a8-a118-3e587760d6e9","Osteomyelitis","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"246","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-09-7f4f2b7d-aecb-441c-b6f9-ff8f46b90ff8","ap_soft-7f4f2b7d-aecb-441c-b6f9-ff8f46b90ff8","Lymphomas","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"247","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-10-8faa85c8-9ebe-49fd-86f5-54359c43548a","ap_soft-8faa85c8-9ebe-49fd-86f5-54359c43548a","Wear debris arthropathy","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"248","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-11-3d4b52ac-47ba-4741-bee0-5872f60bbc66","ap_soft-3d4b52ac-47ba-4741-bee0-5872f60bbc66","Septic arthritis, including tuberculosis","Soft Tissue, Bone, and Joint","Bone and soft tissue pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: soft tissue/bone/joint pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"249","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-12-c3f3808b-3521-47c4-b450-f4bc59895f28","ap_hn-c3f3808b-3521-47c4-b450-f4bc59895f28","Nasal polyps","Head and Neck","Head and neck / endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: head and neck pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"250","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-13-e147464f-7414-4b0b-8314-0df43d8a65c1","ap_hn-e147464f-7414-4b0b-8314-0df43d8a65c1","Contact ulcer","Head and Neck","Head and neck / endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: head and neck pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"251","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-14-3f2828d1-0548-4223-b315-472755462369","ap_hn-3f2828d1-0548-4223-b315-472755462369","Cysts","Head and Neck","Head and neck / endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: head and neck pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"252","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-15-1b9a46e1-e23a-4566-ba21-44aa5e4ead9b","ap_hn-1b9a46e1-e23a-4566-ba21-44aa5e4ead9b","Cholesteatoma","Head and Neck","Head and neck / endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: head and neck pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"253","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-16-540484dc-3b23-4b10-9543-ece39e1c75b9","ap_hn-540484dc-3b23-4b10-9543-ece39e1c75b9","Infections","Head and Neck","Head and neck / endocrine pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: head and neck pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"254","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-17-e6c8ba85-393a-4a49-9cb5-b83a52a932c4","ap_cyto-e6c8ba85-393a-4a49-9cb5-b83a52a932c4","Specific Sampling Techniques","Cytopathology","Cytopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: cytopathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"255","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-18-49d31633-4b27-49fe-8236-7114fbe5e837","ap_cyto-49d31633-4b27-49fe-8236-7114fbe5e837","Unsatisfactory","Cytopathology","Cytopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: cytopathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"256","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-19-4bae4329-082a-4ce5-9d2b-826150ba9b7e","ap_cyto-4bae4329-082a-4ce5-9d2b-826150ba9b7e","Normal, NILM, Including Hormonal Changes and Normal Microbiota","Cytopathology","Cytopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: cytopathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"257","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-20-c98a7630-2477-42e5-8017-8cc0ab8927f4","ap_cyto-c98a7630-2477-42e5-8017-8cc0ab8927f4","Endometrial Cells","Cytopathology","Cytopathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: cytopathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"258","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-21-f54a45fb-1633-4955-a674-ec8a888e19c4","ap_forensic-f54a45fb-1633-4955-a674-ec8a888e19c4","Natural Deaths","Forensic","Forensic/autopsy pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: forensic pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"259","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-22-949cbfff-a3c0-48cd-96af-50f24385a6fc","ap_forensic-949cbfff-a3c0-48cd-96af-50f24385a6fc","Pediatric Deaths","Forensic","Forensic/autopsy pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: forensic pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"260","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-23-1dba932c-41d9-4fba-abeb-21464abaf768","ap_forensic-1dba932c-41d9-4fba-abeb-21464abaf768","Deaths Associated with Prematurity","Forensic","Forensic/autopsy pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: forensic pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"261","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-24-50bd00f5-aa7f-446c-aef1-f097bc278795","ap_forensic-50bd00f5-aa7f-446c-aef1-f097bc278795","Congenital Anomalies, Common","Forensic","Forensic/autopsy pathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: forensic pathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"262","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-25-60fcaf2f-f009-4cb3-8f8d-82ea03115345","ap_neuro-60fcaf2f-f009-4cb3-8f8d-82ea03115345","Neuroanatomy","Neuropathology","Neuropathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: neuropathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
"263","P0 small-domain entity card batch","reports/ap_p0_small_domains_card_batch_faculty_packet.md","p0-small-domain-card-26-838f9e89-793f-432b-9875-60dd50453652","ap_neuro-838f9e89-793f-432b-9875-60dd50453652","Neocortex, White Matter, and Entorhinal Cortex/Hippocampus","Neuropathology","Neuropathology","PGY1-PGY2","draft-content-ready-for-review","1","4","Faculty review","missing","faculty-calibrated-safety","Resolve Faculty review: neuropathology reviewer, source citation, asset/license status, editorial decision, and last-reviewed date are not yet attached."
